node_id,node_type,label,agora_id,casual_name,link_to_document,most_recent_activity,most_recent_activity_date,jurisdiction,parent_authority,description,document_id,segment_position,summary,non_operative,not_ai_related,source_column
segment:431_5,Segment,Segment 5,,,,,,,,,431,5,"Establishes a policy for the Armed Forces to build a robust human capital infrastructure for computer programming, coding, and AI-related skills.",false,false,
segment:431_6,Segment,Segment 6,,,,,,,,,431,6,"Requires the development of occupational codes and special skills designators aligned with computer programming, AI, machine learning, and software engineering roles to support identifying and managing personnel with these capabilities.",false,false,
segment:431_7,Segment,Segment 7,,,,,,,,,431,7,Conducts assessments and maintains awareness of Armed Forces members who are qualified or skilled in computer programming and related areas.,false,false,
segment:431_8,Segment,Segment 8,,,,,,,,,431,8,Requires military departments to submit implementation plans for the policy and provide ongoing updates in their budget justification materials.,false,false,
segment:431_9,Segment,Segment 9,,,,,,,,,431,9,Finds the Department of Defense lacks mechanisms to leverage reserve components' civilian computer programming skills.,true,false,
segment:431_10,Segment,Segment 10,,,,,,,,,431,10,"Establishes policy to leverage reserve members’ civilian-acquired computer programming and related skills by evaluating, tracking, and using them to meet military needs.",false,false,
segment:431_11,Segment,Segment 11,,,,,,,,,431,11,Assigns responsibility to the Secretary of Defense in collaboration with several other officials for policy development and discharge to designated officers or employees.,false,false,
segment:431_12,Segment,Segment 12,,,,,,,,,431,12,"Requires the Secretary to establish qualification processes, assess skills, develop tracking platforms, and integrate skilled members.",false,false,
segment:431_13,Segment,Segment 13,,,,,,,,,431,13,Mandates submission of implementation plans and ongoing budget updates by each military department and the National Guard Bureau.,false,false,
segment:432_1,Segment,Segment 1,,,,,,,,,432,1,Cites the Act as the “Artificial Intelligence Leadership Training Act” or “AI Leadership Training Act”.,false,false,
segment:432_2,Segment,Segment 2,,,,,,,,,432,2,"Defines key terms for AI leadership training program, including ""AI,"" ""covered employee,"" ""Director,"" and ""executive agency.""",false,false,
segment:432_3,Segment,Segment 3,,,,,,,,,432,3,"Establishes an AI leadership training program for employees, incorporating relevant existing training, within 18 months.",false,false,
segment:432_4,Segment,Segment 4,,,,,,,,,432,4,"Ensures covered employees know AI capabilities, risks, safety, ethics, federal requirements, and best practices.",false,false,
segment:432_5,Segment,Segment 5,,,,,,,,,432,5,"Includes information on AI fundamentals, risks, benefits, data's role, mitigation strategies, organizational considerations, and constitutional risks.",false,false,
segment:432_6,Segment,Segment 6,,,,,,,,,432,6,Requires the Director to update the Program biennially to incorporate new AI information and meet requirements.,false,false,
segment:432_7,Segment,Segment 7,,,,,,,,,432,7,Establishes means to measure participation and receive feedback to improve the Program.,false,false,
segment:432_8,Segment,Segment 8,,,,,,,,,432,8,Requires the Director to provide requested Program information to Congress within 14 days.,false,false,
segment:432_9,Segment,Segment 9,,,,,,,,,432,9,Ensures the Director includes expert interactions in training. Terminates this section 10 years post-enactment.,false,false,
segment:433_1,Segment,Segment 1,,,,,,,,,433,1,,true,false,
segment:433_2,Segment,Segment 2,,,,,,,,,433,2,,true,false,
segment:433_3,Segment,Segment 3,,,,,,,,,433,3,Establishes a task force on artificial intelligence in the financial services sector.,false,false,
segment:433_4,Segment,Segment 4,,,,,,,,,433,4,"Outlines the required composition of the task force, which must include the Secretary of the Treasury, Comptroller of the Currency, Chairman of the Federal Reserve, Chairperson of the FDIC, the Director of the CFPB, the Chairman of the NCUA, and the Director of the Financial Crimes Enforcement Network, or designees.",false,false,
segment:433_5,Segment,Segment 5,,,,,,,,,433,5,Requires the task force to produce a report for Congress that contains public feedback from financial services industry stakeholders.,false,false,
segment:433_6,Segment,Segment 6,,,,,,,,,433,6,"Requires the aforementioned task force report to detail how financial institutions protect themselves from AI fraud, potential risks associated with the use of artificial intelligence by bad actors and legislative recommendations for AI regulations to protect consumers from data theft and fraud.

Terminates the task force 90 days after the final report is submitted to Congress.",false,false,
segment:435_1,Segment,Segment 1,,,,,,,,,435,1,Directs the DOE and NOAA to advance numerical weather and climate prediction through collaborative research.,true,false,
segment:435_2,Segment,Segment 2,,,,,,,,,435,2,Cites the Act as the “Advanced Weather Model Computing Development Act”. Defines key terms including Department and Secretary.,false,true,
segment:435_3,Segment,Segment 3,,,,,,,,,435,3,Mandates collaborative AI research for climate models and weather prediction between the Department of Energy and the NOAA.,false,false,
segment:435_4,Segment,Segment 4,,,,,,,,,435,4,"Mandates the Administrator to run advanced weather models using high performance computers for comparative research, through a competitive process including other agencies and organizations.",false,false,
segment:435_5,Segment,Segment 5,,,,,,,,,435,5,Applies the activities consistent with subtitle D of title VI of the Research and Development Act.,false,true,
segment:436_2,Segment,Segment 2,,,,,,,,,436,2,Directs the Federal Trade Commission to establish standards for making publicly available information about the training data and algorithms used in AI foundation models.,false,false,
segment:436_3,Segment,Segment 3,,,,,,,,,436,3,Finds increased AI access leads to more copyright lawsuits and public concerns about biased information.,true,false,
segment:436_4,Segment,Segment 4,,,,,,,,,436,4,"Directs the Federal Trade Commission, in consultation with relevant stakeholders, to issue and routinely update standards for the public disclosure of specific information about AI foundational model training data and algorithms within 9 months.",false,false,
segment:436_5,Segment,Segment 5,,,,,,,,,436,5,"Defines relevant terms, including ""artificial intelligence,"" ""foundational model,"" and ""training data.""",false,false,
segment:437_1,Segment,Segment 1,,,,,,,,,437,1,"Establishes the Chief AI Officers Council, Chief AI Officers, and AI Governance Boards.",false,false,
segment:437_2,Segment,Segment 2,,,,,,,,,437,2,"Cites the Act as the “AI LEAD Act” and defines key terms including ""agency"", ""artificial intelligence"", and ""Council"".",false,false,
segment:437_3,Segment,Segment 3,,,,,,,,,437,3,Establishes a Chief Artificial Intelligence Officers Council to promote coordination and manage AI risks in government.,false,false,
segment:437_4,Segment,Segment 4,,,,,,,,,437,4,"Requires agency heads to ensure responsible AI use, appoint Chief AI Officer, and inform Congress within 1 year.",false,false,
segment:437_5,Segment,Segment 5,,,,,,,,,437,5,Requires agencies to establish AI Governance Boards and strategies for trustworthy AI adoption within 120 days. Requires a report to the GAO on effectiveness of governance boards.,false,false,
segment:438_1,Segment,Segment 1,,,,,,,,,438,1,Provides for Department of Energy and National Science Foundation research and development coordination.,false,false,
segment:438_2,Segment,Segment 2,,,,,,,,,438,2,Cites the Act as the “DOE and NSF Interagency Research Act.” Requires that the Secretary of Energy and the Director of the National Science Foundation collaborate on their research and complete a memorandum of understanding.,false,false,
segment:438_3,Segment,Segment 3,,,,,,,,,438,3,"Conducts collaborative research and support in diverse focus areas including plasma science, quantum computing, and advanced manufacturing technologies.",false,false,
segment:438_4,Segment,Segment 4,,,,,,,,,438,4,Authorizes reimbursable agreements and collaborations with Federal agencies. Requires submission of a detailed report.,false,false,
segment:439_1,Segment,Segment 1,,,,,,,,,439,1,Introduces a bill to protect individual property rights in likeness and voice.,false,false,
segment:439_2,Segment,Segment 2,,,,,,,,,439,2,Cites the Act as the “No AI FRAUD Act” of 2024. Highlights AI misuse affecting voice and likeness.,false,false,
segment:439_3,Segment,Segment 3,,,,,,,,,439,3,"Defines terms for likeness and voice rights, including individual, digital depiction, and personalized cloning service.",false,false,
segment:439_4,Segment,Segment 4,,,,,,,,,439,4,"Grants individuals property rights in their likeness and voice, freely transferable and descendible after death.",false,false,
segment:439_5,Segment,Segment 5,,,,,,,,,439,5,Prohibits unauthorized use of voice or likeness in digital forms or cloning services without consent.,false,false,
segment:439_6,Segment,Segment 6,,,,,,,,,439,6,Balances public interest against intellectual property interests in First Amendment defense for voice or likeness use.,false,false,
segment:439_7,Segment,Segment 7,,,,,,,,,439,7,Limits liability for negligible harm from unauthorized use of voice or likeness under specific conditions.,false,false,
segment:440_1,Segment,Segment 1,,,,,,,,,440,1,,true,false,
segment:440_2,Segment,Segment 2,,,,,,,,,440,2,"Establishes a task force to assess the privacy, civil rights, and civil liberties implications of AI; defines membership of task force.",false,false,
